poi_id;writer;keyword;wrating;wtime;mlocation;review;ids;titlen;mrating;mtipe;wlocation;mtotreview;wlocationlat;wlocationlong
99;Katie M;;10;2017/6/3;-6.89016,107.60696;This place is terrible. There is a video made by The Dodo that talks about how their bears literally beg for food and are fed junk food by the visitors. It is disgraceful and this place needs to be shut down. Don't support this place.;490155747;They starve and neglect the animals - Bandung Zoo;25;Nature & Parks, Outdoor Activities, Zoos & Aquariums ;Singapore, Singapore;122;1.352083;103.819836
99;Charlottex85;;10;2016/8/7;-6.89016,107.60696;Please do not give your money to this facility. The animals are dying of neglect. They are fed only on food donations, and when there are no donations they starve. The bears are surviving by eating their feces. A giraffe died there by ingesting plastic because it was so hungry. There is no veterinarian on staff and animals who become sick are left to suffer until they die. Most recently, an endangered Sumatran elephant was left to die without medical care. It could be seen weeping. Please do not support the deplorable conditions in this zoo.;402444809;This zoo neglects the animals and let's... - Bandung Zoo;25;Nature & Parks, Outdoor Activities, Zoos & Aquariums ;New York;122;40.712775;-74.005973
99;Kevin W;;10;2016/7/22;-6.89016,107.60696;I couldn't believe how disgusting and unclean this place was. Alos the animals are poorly maintained, underfed and generally ignored by who it is who owns this god forsaken place... please do not visit or support this evil zoo.;395481858;do not visit this zoo - Bandung Zoo;25;Outdoor Activities, Nature & Parks, Zoos & Aquariums ;London, England, United Kingdom;122;51.507351;-0.127758
99;Jennifer A;;10;2017/6/3;-6.89016,107.60696;So upsetting and unbelievable. This 'zoo' should not be allowed to continue to operate with these poor, helpless animals. ;490173987;Awful - Bandung Zoo;25;Nature & Parks, Outdoor Activities, Zoos & Aquariums ;San Antonio, Texas;122;29.424122;-98.493628
99;Daniela9558;;10;2017/6/25;-6.89016,107.60696;Bandung Zoo should be closed, animals are very ill-treated, malnourished and dirty like cages and places where they are kept.;495993413;ZOO OF HORRORS - Bandung Zoo;25;Outdoor Activities, Nature & Parks, Zoos & Aquariums ;Chiuro, Italy;122;46.171849;9.99031
99;sirajuddinjamat;;10;2016/12/18;-6.89016,107.60696;Like many others, I feel that this zoo is badly managed. A lot could be done to improve the condition of the facilities and most important, the animals. You can see for yourself how some animals seem distressed. I feel sorry for them and I didn't enjoy the visit at all. I DO NOT recommend you to visit this zoo.;445153257;I do not recommend you to visit this... - Bandung Zoo;25;Zoos & Aquariums, Nature & Parks, Outdoor Activities ;Singapore, Singapore;122;1.352083;103.819836
64;Josephine S;;30;2016/6/22;-6.906267,107.61667;Went to visit based on high recommendations but quite disappointing. Mostly old stocks, label showing 2103 !!! My husband fare worse, men sizes mostly oversize. Not suitable for Asian smaller frame size. ;385142598;Old stocks only - Passion Factory Outlet;40;Factory Outlets, Shopping ;Sydney, Australia;29;-33.86882;151.209296
64;Lynette O;;10;2016/6/23;-6.906267,107.61667;I don't understand the five star rating. This place is full of overpriced knock-offs! Small and low quality goods. Really not worth a trip. ;385286629;Not worth a trip - Passion Factory Outlet;40;Factory Outlets, Shopping ;Toronto, Canada;29;43.653226;-79.383184
61;detik k;;20;2017/6/26;-6.89593,107.60396;just another crowded place,, with traffic jam under the skywalk, how can you enjoy it?? if you're looking for someplace to refresh then it's not it! ;496274603;too crowded - Teras Cihampelas;35;Points of Interest & Landmarks, Bridges, Scenic Walking Areas, Sights & Landmarks ;Jakarta, Indonesia;29;-6.17511;106.865039
64;fire-tower;;30;2016/6/27;-6.906267,107.61667;This is another one of the factory outlets in the Riau area, and is one where more people would recommend. The selection of clothing items is fairly wide but you need to search out the ones that you are looking for. Do not expect too much when shopping here so that you will not be too disappointed. ;386801951;Another factory outlet in the Riau area - Passion Factory Outlet;40;Factory Outlets, Shopping ;Toronto, Canada;29;43.653226;-79.383184
61;Yebe;;40;2017/3/14;-6.911733,107.61102;Great location, easy to access with public transport, family friendly. But not working elevator for disable and old people. You can shop here and eat Bandung culinary, and also a small coffee stall.;467160986;Not working elevator, no rain shelter - Teras Cihampelas;35;Points of Interest & Landmarks, Bridges, Scenic Walking Areas, Sights & Landmarks ;Jakarta, Indonesia;29;-6.17511;106.865039
44;Ramadhani B;open to the public, unique building, education, architecture, dutch, indonesia;30;2015/6/30;-6.861283,107.59296;This building was designed by Wolff Schoemaker, a Dutch architect. It is one of the most iconic building in the city, representing the Art Deco style which is very romantic in its shapes, now it is the location of UPI (Universitas Pendidikan Indonesia), one might say that it is better to have this building as part of a university for at least they will maintain and preserved the building at the wave of new commercial buildings in Bandung.;284135931;one fine art deco era building - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Jakarta;67;-6.17511;106.865039
44;n_wiedenhof;open to the public, unique building, education, architecture, dutch, indonesia;40;2015/12/5;-6.911733,107.61102;Villa Isola of suddenly disappeared Mr. Beretty is now a place owned by the University. Fine architecture, first building in Bandung with stores.Heritage.;330834936;Yeah - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Nuenen, The Netherlands;67;51.468712;5.555572
41;Darnel-HDI;;40;2017/3/31;-6.913453,107.609;This city hall is located in the center of Bandung city. It seems s side by side with Merdeka garden. The place was clean and well maintained. ;471774584;City Hall - Balai Kota Bandung;40;Government Buildings, Nature & Parks, Sights & Landmarks ;Jakarta, Indonesia;31;-6.17511;106.865039
40;difatlia j;family tent, tea plantation, rabbit, boat, overrated, situ, nature;40;2017/5/12;-7.167077,107.354195;We rented family tent. It has 2 rooms that can accommodate 8-10 people. The location is about 5 kilometers from main gate. If you don't reserve the room first, you have to pay for entrance. It's hits location for Instagram users. Just search phinisi boat in Bandung. Yes, it has a wooden boat that use for restaurants.Back to room, now has 10 family tents & 7 regular tents. For regular is near the lake. Lake or situ names Patenggang. You can do following activities: canoeing, pedaling boat, walking in the tea farming, crossing the lake or just sit and relax. ;483789251;Calming vibes - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Bandung, West Java ;25;-6.917464;107.619123
39;RavioPatra;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;50;2016/6/6;-6.860163,107.62994;I was on duty to accompany a group of Indonesian and Singaporean officials in Bandung and took them to the art space. It was my first time as well, so my first impression was 'okay...the place looks decent' and it was! The displayed works were beautiful and compelling--not to mention the in-house guides were all good-looking men and women with distinct appearances and fashion I might add. In other words, I kind of enjoyed both the displayed arts and the guides: so it was a very rewarding visit. So rewarding that I decided to contribute some cash into the contribution box near the exit.I guess when you have quality, you won't have to explicitly ask people for contribution. People would want to contribute what little they have simply for the pleasure of paying back what has been provided for them. And quality--that's definitely what Selasar Soenaryo offers you.;380434475;Beautiful Artspace - Selasar Soenaryo;40;Art Galleries, Museums, Shopping ;Bogor, Indonesia;64;-6.597147;106.806039
37;rexer2016;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;50;2016/10/22;-6.860163,107.62994;Me and my friends had a wonder time at treetops, I dont recommend It for young kids though, of if you don't like heights. It involves a lot of climbing and high rope courses. ;430568061;Lots of fun! - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Bandung, Indonesia;64;-6.917464;107.619123
39;tine0408;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;50;2016/6/6;-6.860163,107.62994;A perfect place for those who are looking for good coffee while also enjoying the art performance or exhibition. I like Selasar Sunaryo Ginger Coffee and my friend enjoyed Ice Cool Breeze. Their Tuna Fried Rice is also recommended. If you're looking for souvenir, you can also find it. I bought a tie for a souvenir and my friend really loved it. Mr. Sunaryo, the owner and also the artist, designed it by himself.;380440834;Coffee and Art - Selasar Soenaryo;40;Art Galleries, Shopping, Museums ;Johor Bahru, Malaysia;64;1.492659;103.741359
39;Andy2419;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;40;2016/6/29;-6.860163,107.62994;Its relatively small compared with a typical art museum. Few art work made mostly of stones, glass and writings. The place is full of stairs, from room to room, to the coffee shop and bathroom, there are stairs, which is inconvenient for disables.;387321573;Cute little art place - Selasar Soenaryo;40;Art Galleries, Shopping, Museums ;Shanghai, China;64;31.23039;121.473702
